Word	V	A	D	Anger	Disgust	Fear	Joy	Sadness	Surprise	Danger	Resource_Value	Social_Bond	Goal_Proximity	Is_Expanded
oscillator	0.0	0.81	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.4	0.1	0.3	1
oscillatory	-0.25	0.04	-0.04	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.2	0.1	0.2	1
oscilloscope	0.333	0.611	0.389	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.5	0.1	0.4	1
osmosis	0.0	-1.0	-0.259	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.4	0.1	0.2	1
osmotic	0.0	-0.593	0.074	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.3	0.1	0.2	1
osprey	0.583	0.667	0.429	0.0	0.0	0.0	0.0	0.0	0.0	0.4	0.8	0.2	0.3	1
ossification	-0.667	-1.0	-0.481	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.2	0.1	0.1	1
ossified	-0.667	-0.875	-0.458	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.1	0.1	0.1	1
ostensible	0.084	0.098	0.17	0.0	0.0	0.0	0.0	0.0	0.0	0.3	0.2	0.4	0.3	1
ostensibly	-0.054	0.058	0.018	0.0	0.0	0.0	0.0	0.0	0.0	0.3	0.2	0.4	0.3	1
ostensive	0.0	0.333	0.208	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.3	0.5	0.6	1
ostentation	-0.625	0.667	0.593	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.2	0.3	0.3	1
ostentatious	-0.042	0.588	0.296	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.2	0.3	0.3	1
ostentatiously	-0.667	0.583	0.37	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.2	0.3	0.3	1
osteoarthritis	-0.667	-0.571	-0.667	0.0	0.0	0.0	0.0	0.0	0.0	0.7	0.1	0.2	0.1	1
osteopath	0.667	0.037	0.542	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.8	0.8	0.7	1
osteopathic	0.63	-0.333	0.571	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.7	0.5	0.6	1
osteopathy	0.667	-0.19	0.259	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.7	0.5	0.6	1
osteoporosis	-0.704	-0.625	-0.889	0.0	0.0	0.0	0.0	0.0	0.0	0.8	0.0	0.2	0.1	1
ostracism	-0.8	-0.444	-0.63	0.0	0.0	0.0	0.0	0.0	0.0	0.8	0.1	0.0	0.1	1
ostracize	-0.667	0.667	-0.714	0.0	0.0	0.0	0.0	0.0	0.0	0.8	0.1	0.0	0.1	1
ostracized	-0.77	0.38	-0.246	0.0	0.0	0.0	0.0	0.0	0.0	0.8	0.1	0.0	0.1	1
ostrich	0.184	-0.236	-0.518	0.0	0.0	0.0	0.0	0.0	0.0	0.6	0.8	0.3	0.4	1
other	-0.056	-0.54	-0.482	0.0	0.0	0.0	0.0	0.0	0.0	0.4	0.4	0.4	0.4	1
other half	0.0	-0.066	-0.098	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.6	1.0	0.9	1
other side	-0.2	-0.152	-0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.3	0.3	0.3	0.5	1
other than	-0.134	-0.258	-0.26	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.2	0.2	0.3	1
other woman	-0.38	-0.132	-0.038	0.0	0.0	0.0	0.0	0.0	0.0	0.6	0.1	0.2	0.2	1
otherness	-0.037	-0.667	-0.292	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.2	0.2	0.2	1
others	0.333	0.083	-0.444	0.0	0.0	0.0	0.0	0.0	0.0	0.4	0.4	0.5	0.4	1
otherwise	-0.242	-0.13	-0.226	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.2	0.3	0.4	1
otherworld	0.542	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.1	0.2	0.1	1
otherworldliness	0.389	-1.0	0.037	0.0	0.0	0.0	0.0	0.0	0.0	0.3	0.1	0.2	0.1	1
otherworldly	0.0	-0.238	0.375	0.0	0.0	0.0	0.0	0.0	0.0	0.4	0.1	0.2	0.1	1
otter	-0.122	-0.568	-0.322	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.6	0.4	0.3	1
otto	-0.146	-0.15	-0.192	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.2	0.5	0.3	1
ottoman	0.062	-0.326	-0.112	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.5	0.3	0.4	1
ouch	-0.354	-0.13	-0.406	0.0	0.0	0.0	0.0	0.0	0.0	0.6	0.0	0.2	0.1	1
ought	-0.124	0.022	-0.132	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.2	0.3	0.5	1
ought to	-0.034	-0.216	-0.29	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.2	0.3	0.5	1
ouija	-0.611	0.63	-0.37	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.1	0.1	0.1	1
ouija board	-0.548	-0.032	-0.194	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.1	0.1	0.1	1
ounce	0.062	-0.49	-0.424	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.4	0.2	0.4	1
our	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.3	0.8	0.5	1
our father	0.388	-0.132	0.288	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.4	0.9	0.6	1
our lady	0.124	-0.158	0.258	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.4	0.9	0.6	1
our lord	0.334	-0.11	0.37	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.4	0.9	0.6	1
ourself	0.593	0.0	0.222	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.5	0.7	0.5	1
ourselves	0.222	0.0	0.143	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.5	0.9	0.5	1
oust	-0.408	0.432	-0.112	1.0	0.0	0.0	0.0	1.0	0.0	0.7	0.1	0.1	0.2	1
out	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.2	0.5	0.5	1
out cold	-0.388	-0.284	-0.452	0.0	0.0	0.0	0.0	0.0	0.0	0.8	0.1	0.4	0.1	1
out front	-0.226	-0.122	-0.124	0.0	0.0	0.0	0.0	0.0	0.0	0.3	0.4	0.6	0.7	1
out in	-0.516	-0.306	-0.286	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.3	0.5	0.4	1
out loud	-0.388	0.012	-0.288	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.3	0.7	0.5	1
out of	-0.314	-0.192	-0.334	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.2	0.5	0.4	1
out there	-0.366	-0.09	-0.428	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.4	0.3	0.5	1
out to	-0.4	-0.17	-0.434	0.0	0.0	0.0	0.0	0.0	0.0	0.3	0.3	0.5	0.6	1
outage	-0.388	0.368	-0.124	0.0	0.0	0.0	0.0	0.0	0.0	0.7	0.1	0.3	0.2	1
outback	0.0	-0.352	-0.14	0.0	0.0	0.0	0.0	0.0	0.0	0.6	0.3	0.2	0.4	1
outbalance	0.519	0.583	0.917	0.0	0.0	0.0	0.0	0.0	0.0	0.4	0.2	0.3	0.3	1
outbid	0.188	0.244	0.08	0.0	0.0	0.0	0.0	0.0	0.0	0.3	0.5	0.3	0.6	1
outboard	-0.104	-0.018	-0.088	0.0	0.0	0.0	0.0	0.0	0.0	0.3	0.6	0.4	0.7	1
outbound	0.2	0.667	0.042	0.0	0.0	0.0	0.0	0.0	0.0	0.3	0.4	0.4	0.7	1
outbox	0.0	0.593	0.407	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.3	0.5	0.6	1
outbreak	-0.48	0.264	-0.056	0.0	0.0	0.0	0.0	0.0	0.0	0.9	0.1	0.1	0.1	1
outbreed	0.0	0.667	0.37	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.7	0.5	0.8	1
outbuilding	0.0	-0.583	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.7	0.4	0.6	1
outburst	-0.582	0.604	0.056	1.0	0.0	1.0	1.0	1.0	1.0	0.6	0.1	0.2	0.2	1
outcast	-0.529	-0.102	-0.294	0.0	1.0	1.0	0.0	1.0	0.0	0.4	0.2	0.1	0.2	1
outclass	0.952	0.704	0.958	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.3	0.1	0.6	1
outcome	0.23	-0.056	0.37	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.5	0.5	0.9	1
outcrop	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3	0.4	0.2	0.3	1
outcropping	0.0	-0.889	0.083	0.0	0.0	0.0	0.0	0.0	0.0	0.3	0.4	0.2	0.3	1
outcry	-0.458	0.546	0.436	1.0	0.0	1.0	0.0	0.0	1.0	0.6	0.1	0.3	0.2	1
outdate	-0.625	-0.667	-0.583	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.2	0.4	0.2	1
outdated	-0.666	-0.528	-0.548	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.1	0.3	0.1	1
outdistance	0.667	0.667	0.75	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.4	0.2	0.8	1
outdo	0.542	0.5	0.746	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.4	0.3	0.7	1
outdone	-0.667	0.208	-0.444	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.3	0.3	0.4	1
outdoor	0.628	-0.488	-0.106	0.0	0.0	0.0	0.0	0.0	0.0	0.4	0.6	0.5	0.5	1
outdoor game	0.344	0.322	0.13	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.4	0.8	0.5	1
outdoors	0.562	-0.112	-0.094	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.7	0.4	0.5	1
outdoorsman	0.714	0.667	0.593	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.8	0.7	0.6	1
outdoorsy	0.714	0.667	0.333	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.6	0.6	0.5	1
outdraw	0.074	0.667	0.875	0.0	0.0	0.0	0.0	0.0	0.0	0.7	0.3	0.1	0.5	1
outdrink	-0.667	0.917	0.417	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.2	0.4	0.2	1
outdrive	0.63	0.667	0.833	0.0	0.0	0.0	0.0	0.0	0.0	0.3	0.5	0.3	0.7	1
outer	0.104	-0.058	-0.088	0.0	0.0	0.0	0.0	0.0	0.0	0.3	0.3	0.3	0.3	1
outer space	0.124	-0.058	0.368	0.0	0.0	0.0	0.0	0.0	0.0	0.9	0.2	0.1	0.2	1
outermost	0.0	0.0	0.444	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.1	0.5	0.3	1
outerwear	0.0	-0.5	0.125	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8	0.5	0.6	1
outfall	-0.619	0.0	-0.148	0.0	0.0	0.0	0.0	0.0	0.0	0.4	0.2	0.5	0.2	1
outfield	0.042	0.625	0.167	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.3	0.5	0.4	1
outfielder	0.0	0.611	0.37	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.2	0.6	0.4	1
outfit	0.52	-0.02	0.132	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7	0.5	0.7	1
outfitter	0.333	0.667	0.625	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.8	0.7	0.8	1
outflank	-0.667	0.75	0.833	0.0	0.0	0.0	0.0	0.0	0.0	0.9	0.1	0.1	0.2	1
outflow	0.0	0.667	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.3	0.5	0.3	1
outfox	-0.048	0.667	0.905	0.0	0.0	0.0	0.0	0.0	0.0	0.6	0.4	0.2	0.8	1
outgain	0.667	0.667	0.667	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.6	0.4	0.9	1
outgoing	0.3	-0.056	0.076	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.4	0.8	0.6	1
outgoingness	1.0	0.667	0.625	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3	0.9	0.6	1
outgrow	0.02	0.058	0.444	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.5	0.5	0.7	1
outgrowth	0.542	0.24	0.376	0.0	0.0	0.0	0.0	0.0	0.0	0.3	0.2	0.5	0.3	1
outguess	0.571	1.0	0.75	0.0	0.0	0.0	0.0	0.0	0.0	0.4	0.3	0.3	0.8	1
outgun	-0.333	0.722	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9	0.5	0.1	0.6	1
outhouse	-0.438	0.038	-0.49	0.0	1.0	0.0	0.0	0.0	0.0	0.2	0.6	0.5	0.5	1
outing	0.542	0.344	0.268	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.5	0.7	0.6	1
outlaid	0.0	0.593	0.222	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.4	0.5	0.5	1
outland	0.0	-0.143	-0.042	0.0	0.0	0.0	0.0	0.0	0.0	0.4	0.3	0.2	0.2	1
outlander	-0.042	0.095	0.407	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.2	0.3	0.3	1
outlandish	-0.218	0.403	0.073	0.0	0.0	0.0	0.0	0.0	0.0	0.3	0.1	0.4	0.2	1
outlandishly	0.0	0.667	0.083	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.1	0.3	0.1	1
outlandishness	0.0	0.667	-0.333	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.1	0.2	0.1	1
outlast	0.24	0.572	0.37	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.8	0.5	0.9	1
outlaw	-0.49	0.324	-0.036	0.0	0.0	0.0	0.0	0.0	0.0	0.8	0.3	0.1	0.3	1
outlay	-0.519	0.222	0.095	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.7	0.4	0.6	1
outlearn	0.524	0.625	0.667	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9	0.6	0.9	1
outlet	0.22	-0.208	-0.51	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.6	0.3	0.5	1
outlet mall	-0.192	-0.016	-0.066	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.8	0.5	0.7	1
outlier	0.067	0.083	0.048	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.5	0.3	0.4	1
outline	0.084	-0.27	0.018	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6	0.4	0.8	1
outlined	0.333	-0.667	0.333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.4	0.7	1
outliner	0.0	0.0	0.375	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.3	0.6	1
outlines	0.312	-0.196	0.302	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.3	0.7	1
outlive	0.13	0.538	0.448	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.5	1.0	1
outlook	0.66	0.05	0.25	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.5	0.4	0.7	1
outlying	-0.08	0.124	0.006	0.0	0.0	0.0	0.0	0.0	0.0	0.4	0.2	0.2	0.3	1
outmaneuver	0.667	0.926	0.905	0.0	0.0	0.0	0.0	0.0	0.0	0.3	0.7	0.1	0.9	1
outmatch	0.63	0.667	0.889	0.0	0.0	0.0	0.0	0.0	0.0	0.6	0.2	0.2	0.4	1
outmode	-0.667	-0.667	0.037	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.3	0.4	0.3	1
outmoded	-0.667	-0.625	-0.583	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.1	0.3	0.2	1
outmost	0.0	-0.111	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3	0.2	0.5	0.5	1
outnumber	-0.306	0.23	0.154	0.0	0.0	0.0	0.0	0.0	0.0	0.8	0.1	0.1	0.2	1
outpace	0.958	0.667	0.889	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.4	0.5	0.9	1
outpatient	-0.48	-0.2	-0.21	0.0	0.0	0.0	0.0	0.0	0.0	0.4	0.3	0.6	0.5	1
outperform	0.963	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.6	0.4	0.9	1
outpitch	0.048	0.667	0.762	0.0	0.0	0.0	0.0	0.0	0.0	0.3	0.2	0.5	0.6	1
outplace	-0.571	0.667	-0.481	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.3	0.4	0.5	1
outplacement	-0.333	0.667	0.375	0.0	0.0	0.0	0.0	0.0	0.0	0.3	0.5	0.5	0.6	1
outplay	1.0	0.667	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3	0.3	0.3	0.8	1
outpoint	0.667	0.63	0.792	0.0	0.0	0.0	0.0	0.0	0.0	0.3	0.3	0.4	0.7	1
outpost	0.27	0.142	0.35	0.0	0.0	1.0	0.0	0.0	0.0	0.4	0.7	0.7	0.6	1
outpour	0.75	0.667	0.375	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.4	0.5	0.4	1
outpouring	0.124	0.37	0.104	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.5	0.8	0.5	1
output	0.208	-0.222	-0.132	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.9	0.4	0.8	1
outrace	0.714	0.963	0.852	0.0	0.0	0.0	0.0	0.0	0.0	0.3	0.3	0.3	0.8	1
outrage	-0.88	0.378	0.084	1.0	1.0	0.0	0.0	0.0	0.0	0.7	0.1	0.1	0.1	1
outraged	-0.688	0.392	0.076	0.0	0.0	0.0	0.0	0.0	0.0	0.8	0.1	0.0	0.1	1
outrageous	-0.694	0.89	0.426	0.0	0.0	0.0	0.0	0.0	1.0	0.4	0.1	0.2	0.3	1
outrageously	-0.444	0.944	0.296	0.0	0.0	0.0	0.0	0.0	0.0	0.3	0.1	0.2	0.2	1
outrageousness	-0.524	0.667	0.083	0.0	0.0	0.0	0.0	0.0	0.0	0.4	0.1	0.2	0.2	1
outrank	0.306	0.286	0.634	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.6	0.5	0.7	1
outreach	0.08	-0.076	0.344	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.5	0.8	0.6	1
outride	0.0	0.741	0.583	0.0	0.0	0.0	0.0	0.0	0.0	0.3	0.4	0.4	0.5	1
outrider	0.0	0.667	0.375	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.5	0.7	0.6	1
outrigger	0.0	0.63	0.259	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.7	0.3	0.5	1
outright	0.534	-0.208	0.51	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.3	0.4	0.5	1
outrun	0.062	0.666	0.146	0.0	0.0	0.0	0.0	0.0	0.0	0.6	0.3	0.2	0.7	1
outscore	0.556	0.778	0.926	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.5	0.4	0.8	1
outsell	0.933	0.704	0.815	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.7	0.4	0.8	1
outset	0.5	0.0	0.164	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.4	0.4	0.9	1
outshine	1.0	0.667	0.926	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.6	0.5	0.7	1
outshoot	0.519	0.667	0.667	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.6	0.3	0.7	1
outshot	0.667	0.852	0.833	0.0	0.0	0.0	0.0	0.0	0.0	0.6	0.4	0.2	0.4	1
outside	-0.212	-0.196	-0.242	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.4	0.3	0.4	1
outside of	-0.234	0.038	-0.25	0.0	0.0	0.0	0.0	0.0	0.0	0.4	0.3	0.3	0.4	1
outside world	0.096	-0.046	-0.032	0.0	0.0	0.0	0.0	0.0	0.0	0.7	0.5	0.2	0.5	1
outsider	-0.204	0.098	-0.106	0.0	0.0	1.0	0.0	0.0	0.0	0.3	0.3	0.2	0.3	1
outsight	0.0	0.0	0.111	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.6	0.5	0.8	1
outsize	0.481	0.0	0.778	0.0	0.0	0.0	0.0	0.0	0.0	0.4	0.3	0.2	0.4	1
outsized	0.458	0.0	0.583	0.0	0.0	0.0	0.0	0.0	0.0	0.4	0.3	0.2	0.4	1
outskirt	-0.333	-0.292	-0.25	0.0	0.0	0.0	0.0	0.0	0.0	0.3	0.4	0.5	0.5	1
outskirts	-0.052	0.038	-0.376	0.0	0.0	0.0	0.0	0.0	0.0	0.3	0.4	0.5	0.5	1
outsmart	0.346	0.314	0.728	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.7	0.3	0.9	1
outsource	-0.222	0.625	0.125	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.8	0.6	0.7	1
outspend	-0.476	0.63	0.667	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.4	0.3	0.6	1
outspent	-0.444	0.208	-0.704	0.0	0.0	0.0	0.0	0.0	0.0	0.3	0.2	0.3	0.3	1
outspoken	0.164	-0.174	0.334	0.0	0.0	0.0	0.0	0.0	0.0	0.3	0.4	0.5	0.5	1
outspokenly	0.0	0.708	0.833	0.0	0.0	0.0	0.0	0.0	0.0	0.3	0.4	0.5	0.5	1
outspokenness	0.167	0.667	0.81	0.0	0.0	0.0	0.0	0.0	0.0	0.3	0.4	0.5	0.5	1
outspread	0.5	0.619	0.19	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.3	0.5	0.4	1
outsprint	0.667	1.0	0.8	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.6	0.2	0.8	1
outstand	1.0	0.667	0.667	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.5	0.4	0.6	1
outstanding	0.796	0.52	0.792	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.9	0.7	0.9	1
outstare	-0.333	0.667	0.778	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.3	0.1	0.5	1
outstate	0.0	-0.111	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.3	0.4	0.5	1
outstay	-0.37	0.571	-0.417	0.0	0.0	0.0	0.0	0.0	0.0	0.4	0.1	0.2	0.2	1
outstretch	0.375	0.556	0.444	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.4	0.5	0.5	1
outstretched	-0.104	-0.038	0.038	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.4	0.8	0.5	1
outstrip	0.667	0.667	0.852	0.0	0.0	0.0	0.0	0.0	0.0	0.3	0.6	0.2	0.8	1
outstroke	0.0	0.619	0.208	0.0	0.0	0.0	0.0	0.0	0.0	0.4	0.3	0.1	0.4	1
outta	-0.282	-0.116	-0.13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1
outta sight	0.212	-0.09	-0.134	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.0	0.0	0.2	1
outtake	-0.296	0.167	-0.25	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.1	0.0	0.1	1
outthink	0.667	0.762	0.875	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.7	0.3	0.9	1
outvote	-0.111	0.667	0.963	0.0	0.0	0.0	0.0	0.0	0.0	0.3	0.4	0.2	0.6	1
outwait	0.0	0.667	0.667	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.5	0.1	0.7	1
outward	-0.102	-0.122	-0.27	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.2	0.0	0.3	1
outwardly	0.0	0.0	0.083	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.1	0.1	0.2	1
outwards	-0.12	-0.056	-0.2	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.1	0.0	0.3	1
outwash	0.0	0.667	-0.296	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.1	0.0	0.1	1
outwear	0.0	-0.667	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3	0.4	0.0	0.4	1
outweigh	-0.028	0.2	0.364	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.6	0.1	0.7	1
outwit	-0.396	0.51	-0.288	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.7	0.1	0.9	1
outwork	0.667	1.0	0.708	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.8	0.2	0.9	1
outworn	-0.667	-0.8	-0.571	0.0	0.0	0.0	0.0	0.0	0.0	0.4	0.1	0.1	0.1	1
outwrestle	0.533	0.963	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6	0.3	0.0	0.5	1
oval	-0.166	-0.44	-0.34	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.0	0.1	1
oval office	-0.214	-0.044	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4	0.6	0.5	0.8	1
ovarian	0.111	-0.583	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.9	0.5	0.2	1
ovary	-0.062	-0.202	-0.44	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.9	0.5	0.2	1
ovate	-0.23	-0.428	-0.264	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.0	0.0	1
ovation	0.438	0.516	0.5	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.2	0.9	0.6	1
oven	0.166	-0.15	0.212	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.8	0.0	0.5	1
ovenproof	0.542	-0.704	0.25	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.6	0.0	0.3	1
ovenware	0.296	-0.667	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.6	0.0	0.3	1
over	0.0	0.037	0.667	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1
over again	-0.162	0.262	0.072	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.0	0.4	1
over easy	0.138	-0.194	0.138	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9	0.0	0.2	1
over here	0.268	-0.23	-0.334	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.4	0.5	1
over priced	-0.5	0.17	-0.27	0.0	0.0	0.0	0.0	0.0	0.0	0.3	0.0	0.2	0.1	1
over there	0.018	-0.064	-0.266	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.0	0.3	1
over time	0.194	0.016	-0.206	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.0	0.4	1
over with	-0.258	-0.134	-0.08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.0	0.5	1
overabundance	-0.333	0.083	0.458	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.9	0.0	0.6	1
overabundant	0.667	0.083	0.667	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.9	0.0	0.6	1
overachieve	1.0	0.667	0.958	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.5	0.3	0.9	1
overachiever	0.619	0.917	0.714	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6	0.7	0.9	1
overact	-0.63	1.0	-0.417	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.1	0.3	0.2	1
overactive	0.334	0.59	0.184	0.0	0.0	0.0	0.0	0.0	0.0	0.3	0.2	0.4	0.3	1
overage	-0.333	0.0	-0.074	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.3	0.5	0.4	1
overall	0.166	-0.26	0.34	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.4	0.5	0.6	1
